incidencia_id;viaje_id;vehiculo_id;conductor_id;linea_id;fecha;anno;mes;hora_incidencia;tipo_incidencia;categoria;severidad;requiere_retirada;duracion_resolucion_dias;vehiculo_sustituto;coste_estimado_eur
2014;38145;10;10;10;28/09/2022;2022;9;0:29:00;Huelga parcial;Operacional;Alta;VERDADERO;28;FALSO;0
2015;33826;17;3;8;19/07/2023;2023;7;6:24:00;Vandalismo;Seguridad;Media;FALSO;11;FALSO;57247
2016;25387;20;20;4;02/09/2023;2023;9;22:31:00;Pasajero enfermo;Servicio;Media;FALSO;24;FALSO;723
2017;41042;9;23;6;11/01/2022;2022;1;19:33:00;Fallo climatizacion;Vehiculo;Baja;FALSO;40;FALSO;14038
2018;24933;28;14;3;06/10/2022;2022;10;7:54:00;Averia mecanica;Vehiculo;Alta;VERDADERO;34;VERDADERO;234688
2019;9764;21;21;4;29/11/2023;2023;11;9:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;9705
2020;36882;7;7;5;15/07/2022;2022;7;13:50:00;Retencion trafico;Externo;Baja;FALSO;11;FALSO;2556
2021;3777;40;26;6;04/04/2023;2023;4;17:49:00;Accidente leve;Seguridad;Alta;VERDADERO;71;FALSO;33876
2022;10004;9;9;2;01/03/2024;2024;3;11:22:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;25430
2023;13034;15;15;9;28/02/2024;2024;2;22:50:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2024;19664;9;9;3;31/07/2022;2022;7;11:01:00;Accidente leve;Seguridad;Alta;VERDADERO;22;FALSO;13689
2025;3038;15;15;9;19/08/2022;2022;8;17:50:00;Averia mecanica;Vehiculo;Alta;VERDADERO;40;FALSO;167271
2026;46902;31;3;1;14/09/2022;2022;9;7:11:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;15371
2027;7064;9;9;8;23/02/2024;2024;2;11:11:00;Pinchazo;Vehiculo;Media;VERDADERO;25;VERDADERO;38841
2028;4234;35;7;1;09/02/2023;2023;2;7:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;9;VERDADERO;257365
2029;27605;12;26;5;24/01/2024;2024;1;21:30:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2030;19647;34;20;10;27/09/2022;2022;9;22:00:00;Vandalismo;Seguridad;Media;FALSO;19;FALSO;21366
2031;4983;28;28;5;29/03/2024;2024;3;7:35:00;Accidente leve;Seguridad;Alta;VERDADERO;64;VERDADERO;14360
2032;21177;10;10;6;30/06/2023;2023;6;15:34:00;Obras calzada;Externo;Media;FALSO;26;FALSO;0
2033;48272;15;1;7;13/04/2024;2024;4;19:09:00;Vandalismo;Seguridad;Media;FALSO;42;FALSO;70374
2034;470;9;23;9;28/09/2023;2023;9;19:13:00;Vandalismo;Seguridad;Media;FALSO;31;FALSO;10281
2035;12860;9;9;10;16/09/2023;2023;9;23:38:00;Accidente leve;Seguridad;Alta;VERDADERO;25;VERDADERO;36512
2036;33450;19;19;4;18/12/2024;2024;12;13:20:00;Condiciones meteo;Externo;Media;FALSO;6;FALSO;0
2037;18379;26;12;8;22/06/2023;2023;6;9:20:00;Retencion trafico;Externo;Baja;FALSO;23;FALSO;1812
2038;25310;27;27;9;17/10/2023;2023;10;12:21:00;Huelga parcial;Operacional;Alta;VERDADERO;13;VERDADERO;0
2039;24709;14;14;5;16/04/2024;2024;4;12:14:00;Fallo climatizacion;Vehiculo;Baja;FALSO;14;FALSO;11029
2040;29071;8;8;2;30/03/2024;2024;3;14:36:00;Fallo climatizacion;Vehiculo;Baja;FALSO;19;FALSO;13894
2041;4776;31;17;4;01/09/2022;2022;9;15:00:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2042;25025;36;22;5;04/04/2024;2024;4;6:01:00;Vandalismo;Seguridad;Media;FALSO;25;FALSO;71873
2043;33433;2;2;3;26/05/2022;2022;5;6:53:00;Condiciones meteo;Externo;Media;FALSO;16;FALSO;0
2044;17076;25;25;3;06/11/2023;2023;11;11:43:00;Pasajero enfermo;Servicio;Media;FALSO;18;FALSO;3824
2045;18055;38;24;2;15/07/2023;2023;7;6:30:00;Accidente grave;Seguridad;Critica;VERDADERO;10;FALSO;496988
2046;11669;36;22;9;20/10/2022;2022;10;10:53:00;Fallo climatizacion;Vehiculo;Baja;FALSO;20;FALSO;15465
2047;1098;7;7;8;23/07/2024;2024;7;16:04:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2048;5371;38;24;7;13/12/2023;2023;12;12:42:00;Accidente grave;Seguridad;Critica;VERDADERO;178;FALSO;1464534
2049;39073;14;14;2;08/07/2024;2024;7;10:51:00;Pinchazo;Vehiculo;Media;VERDADERO;25;VERDADERO;21552
2050;30514;23;23;9;04/09/2024;2024;9;22:00:00;Condiciones meteo;Externo;Media;FALSO;24;FALSO;0
2051;1283;24;24;10;22/01/2022;2022;1;0:19:00;Averia mecanica;Vehiculo;Alta;VERDADERO;29;VERDADERO;225062
2052;37581;34;6;6;18/02/2024;2024;2;17:29:00;Accidente leve;Seguridad;Alta;VERDADERO;69;VERDADERO;51182
2053;41092;17;17;9;13/11/2024;2024;11;20:30:00;Fallo electrico;Vehiculo;Alta;VERDADERO;5;FALSO;112048
2054;12582;25;11;1;03/01/2023;2023;1;19:50:00;Averia mecanica;Vehiculo;Alta;VERDADERO;8;VERDADERO;69258
2055;39516;37;9;9;25/11/2022;2022;11;11:09:00;Fallo electrico;Vehiculo;Alta;VERDADERO;14;VERDADERO;92422
2056;48075;28;28;10;05/03/2022;2022;3;0:12:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2057;15478;23;23;1;20/08/2024;2024;8;18:53:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;340036
2058;5523;22;8;6;19/04/2022;2022;4;8:44:00;Obras calzada;Externo;Media;FALSO;27;FALSO;0
2059;23812;41;13;8;07/08/2022;2022;8;10:40:00;Fallo electrico;Vehiculo;Alta;VERDADERO;61;VERDADERO;184404
2060;48467;42;28;3;01/07/2023;2023;7;7:33:00;Retencion trafico;Externo;Baja;FALSO;56;FALSO;3119
2061;33047;36;8;7;01/04/2024;2024;4;9:49:00;Vandalismo;Seguridad;Media;FALSO;15;FALSO;32522
2062;38196;19;5;5;30/10/2023;2023;10;12:41:00;Fallo electrico;Vehiculo;Alta;VERDADERO;11;VERDADERO;190509
2063;21194;27;27;4;14/03/2024;2024;3;8:17:00;Accidente grave;Seguridad;Critica;VERDADERO;14;VERDADERO;876187
2064;45272;39;25;3;25/11/2023;2023;11;11:30:00;Fallo electrico;Vehiculo;Alta;VERDADERO;27;VERDADERO;42319
2065;10742;33;19;5;17/06/2023;2023;6;11:40:00;Pasajero enfermo;Servicio;Media;FALSO;6;FALSO;8679
2066;48560;9;9;10;04/10/2022;2022;10;23:40:00;Averia mecanica;Vehiculo;Alta;VERDADERO;56;FALSO;161547
2067;25842;13;27;1;20/09/2024;2024;9;18:13:00;Pasajero enfermo;Servicio;Media;FALSO;18;FALSO;9039
2068;43817;12;26;1;28/09/2023;2023;9;19:02:00;Huelga parcial;Operacional;Alta;VERDADERO;44;FALSO;0
2069;843;4;4;4;06/07/2022;2022;7;20:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;23;FALSO;107552
2070;10055;18;4;8;29/03/2024;2024;3;7:22:00;Retencion trafico;Externo;Baja;FALSO;10;FALSO;3959
2071;2060;3;17;8;17/10/2022;2022;10;6:02:00;Averia mecanica;Vehiculo;Alta;VERDADERO;42;VERDADERO;29452
2072;6205;32;18;9;25/09/2023;2023;9;11:47:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;25688
2073;6176;3;17;6;12/01/2024;2024;1;14:36:00;Obras calzada;Externo;Media;FALSO;9;FALSO;0
2074;7366;17;3;3;31/12/2022;2022;12;21:10:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;17948
2075;38302;41;27;1;14/12/2022;2022;12;20:00:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;56164
2076;3920;15;1;6;04/12/2022;2022;12;10:12:00;Fallo climatizacion;Vehiculo;Baja;FALSO;104;FALSO;24631
2077;32634;1;15;6;17/01/2023;2023;1;12:10:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;78457
2078;12552;37;9;8;24/04/2023;2023;4;7:10:00;Accidente grave;Seguridad;Critica;VERDADERO;5;FALSO;1207992
2079;40577;6;6;4;03/06/2024;2024;6;17:33:00;Condiciones meteo;Externo;Media;FALSO;6;FALSO;0
2080;33749;24;10;10;26/10/2022;2022;10;22:13:00;Vandalismo;Seguridad;Media;FALSO;6;FALSO;26081
2081;9532;41;13;8;21/05/2022;2022;5;13:52:00;Retencion trafico;Externo;Baja;FALSO;9;FALSO;3716
2082;7221;40;26;2;21/11/2024;2024;11;17:46:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;1682
2083;21672;1;1;9;26/09/2024;2024;9;21:31:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2084;16782;25;11;1;03/12/2023;2023;12;20:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;19562
2085;41582;3;3;10;04/07/2024;2024;7;23:32:00;Fallo electrico;Vehiculo;Alta;VERDADERO;31;FALSO;9639
2086;49613;12;26;6;05/12/2024;2024;12;7:25:00;Obras calzada;Externo;Media;FALSO;23;FALSO;0
2087;10390;17;3;9;21/01/2023;2023;1;12:00:00;Vandalismo;Seguridad;Media;FALSO;62;FALSO;64406
2088;29213;24;10;6;31/03/2023;2023;3;6:31:00;Averia mecanica;Vehiculo;Alta;VERDADERO;17;VERDADERO;92323
2089;17177;42;14;8;25/03/2022;2022;3;11:12:00;Averia mecanica;Vehiculo;Alta;VERDADERO;8;VERDADERO;22322
2090;46989;34;6;2;06/08/2024;2024;8;6:10:00;Condiciones meteo;Externo;Media;FALSO;7;FALSO;0
2091;47499;40;12;7;20/09/2023;2023;9;16:45:00;Fallo electrico;Vehiculo;Alta;VERDADERO;97;VERDADERO;106913
2092;1711;32;4;9;11/10/2022;2022;10;8:21:00;Huelga parcial;Operacional;Alta;VERDADERO;18;VERDADERO;0
2093;47542;41;27;3;15/04/2023;2023;4;19:48:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;13341
2094;46408;41;13;7;07/05/2022;2022;5;7:33:00;Fallo climatizacion;Vehiculo;Baja;FALSO;22;FALSO;5189
2095;26942;21;7;4;24/05/2024;2024;5;12:40:00;Retencion trafico;Externo;Baja;FALSO;11;FALSO;41
2096;33612;13;13;10;28/05/2023;2023;5;23:00:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2097;28108;11;25;6;06/05/2023;2023;5;8:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;70;VERDADERO;121363
2098;31399;26;12;7;08/06/2022;2022;6;7:20:00;Averia mecanica;Vehiculo;Alta;VERDADERO;60;VERDADERO;186042
2099;46193;36;22;3;17/02/2023;2023;2;13:42:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2100;3169;20;6;9;06/08/2024;2024;8;10:32:00;Accidente leve;Seguridad;Alta;VERDADERO;20;FALSO;315451
2101;48316;17;17;7;23/09/2023;2023;9;7:23:00;Accidente grave;Seguridad;Critica;VERDADERO;59;VERDADERO;823141
2102;25985;30;2;10;14/10/2023;2023;10;23:40:00;Accidente grave;Seguridad;Critica;VERDADERO;49;FALSO;1260726
2103;5047;8;8;5;16/10/2022;2022;10;21:54:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;72472
2104;15713;6;6;9;19/08/2023;2023;8;6:25:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;9721
2105;3211;20;20;8;17/12/2024;2024;12;15:21:00;Pinchazo;Vehiculo;Media;VERDADERO;45;VERDADERO;27032
2106;45043;20;20;9;19/02/2024;2024;2;7:57:00;Vandalismo;Seguridad;Media;FALSO;38;FALSO;25551
2107;14086;17;3;5;08/06/2024;2024;6;10:53:00;Accidente leve;Seguridad;Alta;VERDADERO;23;VERDADERO;131293
2108;14765;24;10;1;28/04/2024;2024;4;17:28:00;Huelga parcial;Operacional;Alta;VERDADERO;28;FALSO;0
2109;44103;4;4;2;28/11/2023;2023;11;20:03:00;Pinchazo;Vehiculo;Media;VERDADERO;7;VERDADERO;34915
2110;19414;11;11;9;04/06/2022;2022;6;7:21:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;6494
2111;4349;24;10;7;18/03/2022;2022;3;10:20:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;989
2112;12726;1;15;2;02/04/2024;2024;4;20:30:00;Pinchazo;Vehiculo;Media;VERDADERO;29;FALSO;8434
2113;34025;6;6;8;17/03/2022;2022;3;18:41:00;Pinchazo;Vehiculo;Media;VERDADERO;20;FALSO;16119
2114;41114;39;11;4;01/12/2022;2022;12;19:13:00;Accidente grave;Seguridad;Critica;VERDADERO;180;VERDADERO;758569
2115;37932;7;21;9;10/05/2024;2024;5;11:00:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;1103
2116;16254;1;15;8;03/05/2023;2023;5;7:57:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;77545
2117;42985;20;6;3;07/08/2022;2022;8;13:10:00;Huelga parcial;Operacional;Alta;VERDADERO;53;VERDADERO;0
2118;27292;35;21;3;09/01/2023;2023;1;7:41:00;Vandalismo;Seguridad;Media;FALSO;29;FALSO;75516
2119;13913;12;26;2;05/06/2023;2023;6;11:50:00;Condiciones meteo;Externo;Media;FALSO;15;FALSO;0
2120;26575;32;4;4;01/06/2022;2022;6;18:40:00;Fallo climatizacion;Vehiculo;Baja;FALSO;11;FALSO;27815
2121;43741;20;6;9;30/06/2022;2022;6;10:21:00;Averia mecanica;Vehiculo;Alta;VERDADERO;18;FALSO;194422
2122;15674;9;23;2;25/01/2023;2023;1;21:23:00;Accidente leve;Seguridad;Alta;VERDADERO;55;VERDADERO;252046
2123;3397;38;10;1;18/04/2023;2023;4;9:25:00;Fallo climatizacion;Vehiculo;Baja;FALSO;21;FALSO;20583
2124;11071;26;12;6;19/02/2023;2023;2;21:52:00;Condiciones meteo;Externo;Media;FALSO;7;FALSO;0
2125;45456;13;13;2;19/02/2024;2024;2;20:41:00;Averia mecanica;Vehiculo;Alta;VERDADERO;269;FALSO;31034
2126;9888;19;5;4;05/12/2023;2023;12;6:33:00;Accidente grave;Seguridad;Critica;VERDADERO;69;FALSO;1194148
2127;22904;15;1;10;06/04/2023;2023;4;0:30:00;Retencion trafico;Externo;Baja;FALSO;9;FALSO;3665
2128;16829;30;2;8;06/03/2024;2024;3;19:14:00;Vandalismo;Seguridad;Media;FALSO;7;FALSO;22676
2129;20252;9;9;4;09/08/2022;2022;8;11:41:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;8576
2130;43250;33;19;3;07/11/2024;2024;11;8:55:00;Accidente leve;Seguridad;Alta;VERDADERO;140;VERDADERO;157084
2131;33084;31;17;4;14/07/2023;2023;7;6:48:00;Huelga parcial;Operacional;Alta;VERDADERO;13;VERDADERO;0
2132;48499;32;4;8;11/08/2024;2024;8;22:21:00;Pasajero enfermo;Servicio;Media;FALSO;59;FALSO;8269
2133;13248;19;5;10;17/10/2024;2024;10;4:50:00;Pinchazo;Vehiculo;Media;VERDADERO;51;FALSO;9123
2134;18098;39;11;7;14/12/2024;2024;12;19:24:00;Condiciones meteo;Externo;Media;FALSO;50;FALSO;0
2135;20566;29;15;7;12/02/2022;2022;2;21:34:00;Accidente leve;Seguridad;Alta;VERDADERO;30;VERDADERO;388041
2136;35975;24;24;6;02/07/2022;2022;7;11:30:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;1814
2137;32460;37;9;4;09/09/2022;2022;9;11:02:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2138;7273;8;22;10;16/09/2024;2024;9;0:48:00;Accidente grave;Seguridad;Critica;VERDADERO;9;VERDADERO;1478103
2139;18875;18;4;2;06/03/2023;2023;3;14:21:00;Huelga parcial;Operacional;Alta;VERDADERO;53;VERDADERO;0
2140;17625;28;14;1;17/04/2023;2023;4;10:10:00;Obras calzada;Externo;Media;FALSO;6;FALSO;0
2141;37774;17;3;3;29/09/2022;2022;9;6:26:00;Fallo climatizacion;Vehiculo;Baja;FALSO;24;FALSO;12149
2142;4830;1;15;4;25/10/2024;2024;10;17:40:00;Huelga parcial;Operacional;Alta;VERDADERO;57;VERDADERO;0
2143;4856;27;13;5;17/05/2022;2022;5;12:23:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;FALSO;265744
2144;33174;37;23;1;29/05/2023;2023;5;8:51:00;Huelga parcial;Operacional;Alta;VERDADERO;10;VERDADERO;0
2145;21213;4;18;10;14/08/2022;2022;8;2:40:00;Accidente leve;Seguridad;Alta;VERDADERO;7;VERDADERO;356919
2146;16755;40;12;3;04/02/2024;2024;2;7:01:00;Accidente grave;Seguridad;Critica;VERDADERO;30;VERDADERO;241951
2147;32892;7;21;2;12/10/2023;2023;10;17:50:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;3076
2148;27948;19;5;1;25/04/2022;2022;4;19:58:00;Pasajero enfermo;Servicio;Media;FALSO;43;FALSO;787
2149;15336;7;21;5;05/01/2023;2023;1;10:42:00;Fallo electrico;Vehiculo;Alta;VERDADERO;46;FALSO;179997
2150;46684;23;9;1;03/02/2023;2023;2;21:50:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;28612
2151;16163;36;8;10;04/11/2022;2022;11;1:50:00;Accidente grave;Seguridad;Critica;VERDADERO;82;VERDADERO;1393672
2152;24450;7;7;10;28/10/2023;2023;10;2:09:00;Fallo climatizacion;Vehiculo;Baja;FALSO;8;FALSO;11984
2153;3571;2;16;4;26/04/2023;2023;4;20:12:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;32381
2154;29638;29;15;4;29/09/2023;2023;9;20:41:00;Obras calzada;Externo;Media;FALSO;36;FALSO;0
2155;42040;41;13;8;31/10/2022;2022;10;11:55:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;109183
2156;16126;41;27;2;14/11/2024;2024;11;20:51:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2157;7950;13;27;8;20/10/2022;2022;10;13:19:00;Fallo electrico;Vehiculo;Alta;VERDADERO;145;VERDADERO;174945
2158;44805;34;6;7;24/08/2022;2022;8;20:21:00;Huelga parcial;Operacional;Alta;VERDADERO;7;VERDADERO;0
2159;34331;18;4;7;20/04/2024;2024;4;11:14:00;Accidente grave;Seguridad;Critica;VERDADERO;26;VERDADERO;91695
2160;2494;17;3;7;22/11/2023;2023;11;20:12:00;Averia mecanica;Vehiculo;Alta;VERDADERO;12;VERDADERO;135072
2161;47487;28;28;4;21/06/2023;2023;6;7:32:00;Obras calzada;Externo;Media;FALSO;13;FALSO;0
2162;13151;6;20;6;30/05/2023;2023;5;13:58:00;Huelga parcial;Operacional;Alta;VERDADERO;58;VERDADERO;0
2163;33199;20;20;10;18/09/2024;2024;9;22:42:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;27266
2164;17032;23;9;4;18/04/2024;2024;4;21:06:00;Accidente grave;Seguridad;Critica;VERDADERO;40;VERDADERO;1108783
2165;39394;41;27;1;05/07/2023;2023;7;19:25:00;Condiciones meteo;Externo;Media;FALSO;17;FALSO;0
2166;47115;34;20;10;23/12/2023;2023;12;0:10:00;Fallo electrico;Vehiculo;Alta;VERDADERO;96;FALSO;81209
2167;14596;23;9;7;05/03/2022;2022;3;12:24:00;Fallo electrico;Vehiculo;Alta;VERDADERO;18;FALSO;127894
2168;33943;8;8;9;31/12/2022;2022;12;14:40:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;45098
2169;15501;4;18;1;08/09/2022;2022;9;8:28:00;Fallo electrico;Vehiculo;Alta;VERDADERO;82;VERDADERO;146812
2170;11166;37;23;10;17/07/2024;2024;7;2:11:00;Averia mecanica;Vehiculo;Alta;VERDADERO;19;VERDADERO;263243
2171;48147;16;16;10;27/01/2023;2023;1;22:53:00;Fallo electrico;Vehiculo;Alta;VERDADERO;27;VERDADERO;170588
2172;29646;37;23;9;16/01/2024;2024;1;17:11:00;Retencion trafico;Externo;Baja;FALSO;26;FALSO;2522
2173;36289;2;2;3;10/01/2023;2023;1;13:02:00;Averia mecanica;Vehiculo;Alta;VERDADERO;16;VERDADERO;128829
2174;33600;1;1;6;03/07/2024;2024;7;22:03:00;Pinchazo;Vehiculo;Media;VERDADERO;23;VERDADERO;11633
2175;18443;6;20;3;02/10/2024;2024;10;14:24:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;1013788
2176;6924;37;9;4;26/04/2023;2023;4;20:26:00;Accidente grave;Seguridad;Critica;VERDADERO;22;VERDADERO;1156711
2177;36512;15;1;2;16/05/2023;2023;5;8:01:00;Huelga parcial;Operacional;Alta;VERDADERO;10;VERDADERO;0
2178;46482;31;3;1;24/12/2022;2022;12;11:44:00;Obras calzada;Externo;Media;FALSO;18;FALSO;0
2179;8493;10;10;1;18/06/2024;2024;6;6:25:00;Pasajero enfermo;Servicio;Media;FALSO;12;FALSO;6959
2180;29051;30;16;7;01/09/2023;2023;9;19:25:00;Retencion trafico;Externo;Baja;FALSO;64;FALSO;3734
2181;19648;35;21;4;31/01/2023;2023;1;10:40:00;Vandalismo;Seguridad;Media;FALSO;52;FALSO;76004
2182;11475;10;24;8;04/11/2023;2023;11;20:14:00;Averia mecanica;Vehiculo;Alta;VERDADERO;7;VERDADERO;21615
2183;25788;1;1;4;28/11/2024;2024;11;20:19:00;Pasajero enfermo;Servicio;Media;FALSO;21;FALSO;6723
2184;10272;25;25;8;26/02/2023;2023;2;20:12:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2185;19305;28;14;1;20/08/2024;2024;8;19:25:00;Pinchazo;Vehiculo;Media;VERDADERO;121;VERDADERO;14063
2186;28154;15;15;8;28/08/2024;2024;8;6:02:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;4309
2187;27706;29;15;10;10/04/2024;2024;4;1:29:00;Huelga parcial;Operacional;Alta;VERDADERO;191;VERDADERO;0
2188;47009;12;26;3;26/12/2024;2024;12;13:36:00;Vandalismo;Seguridad;Media;FALSO;18;FALSO;49354
2189;37285;32;18;3;12/06/2024;2024;6;18:34:00;Accidente leve;Seguridad;Alta;VERDADERO;45;VERDADERO;254039
2190;40352;33;5;7;15/12/2024;2024;12;11:02:00;Pinchazo;Vehiculo;Media;VERDADERO;11;FALSO;36354
2191;23679;34;20;2;27/06/2024;2024;6;21:30:00;Fallo climatizacion;Vehiculo;Baja;FALSO;16;FALSO;15998
2192;1864;17;17;3;01/12/2022;2022;12;17:31:00;Accidente grave;Seguridad;Critica;VERDADERO;13;VERDADERO;214214
2193;39935;36;8;5;28/06/2022;2022;6;11:40:00;Condiciones meteo;Externo;Media;FALSO;14;FALSO;0
2194;2594;33;19;3;18/06/2024;2024;6;14:31:00;Condiciones meteo;Externo;Media;FALSO;33;FALSO;0
2195;11038;35;7;7;24/06/2023;2023;6;18:08:00;Vandalismo;Seguridad;Media;FALSO;20;FALSO;1516
2196;33900;7;21;7;03/09/2023;2023;9;12:50:00;Obras calzada;Externo;Media;FALSO;8;FALSO;0
2197;4977;22;22;10;27/10/2024;2024;10;3:00:00;Fallo electrico;Vehiculo;Alta;VERDADERO;30;VERDADERO;150828
2198;13633;26;26;8;21/09/2023;2023;9;10:36:00;Averia mecanica;Vehiculo;Alta;VERDADERO;18;FALSO;229434
2199;20639;18;4;8;25/08/2022;2022;8;9:40:00;Retencion trafico;Externo;Baja;FALSO;15;FALSO;156
2200;33648;7;21;8;22/08/2023;2023;8;18:16:00;Averia mecanica;Vehiculo;Alta;VERDADERO;29;VERDADERO;254762
2201;36558;19;19;1;11/08/2024;2024;8;15:20:00;Retencion trafico;Externo;Baja;FALSO;6;FALSO;971
2202;22310;9;23;2;07/06/2023;2023;6;21:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;22;VERDADERO;271704
2203;26377;2;2;1;17/11/2024;2024;11;7:41:00;Pinchazo;Vehiculo;Media;VERDADERO;21;VERDADERO;1929
2204;41377;8;22;3;24/08/2024;2024;8;13:06:00;Averia mecanica;Vehiculo;Alta;VERDADERO;11;VERDADERO;20927
2205;28504;29;1;6;20/11/2022;2022;11;18:49:00;Obras calzada;Externo;Media;FALSO;10;FALSO;0
2206;34233;4;18;8;14/01/2024;2024;1;7:34:00;Pinchazo;Vehiculo;Media;VERDADERO;17;FALSO;30409
2207;3699;4;4;6;14/07/2024;2024;7;6:06:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2208;26140;17;17;6;29/08/2022;2022;8;20:03:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;2124
2209;42603;16;16;8;27/04/2024;2024;4;11:43:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;252374
2210;29491;8;8;3;03/06/2024;2024;6;11:43:00;Averia mecanica;Vehiculo;Alta;VERDADERO;9;VERDADERO;195542
2211;45840;19;5;9;04/02/2024;2024;2;6:12:00;Pinchazo;Vehiculo;Media;VERDADERO;6;VERDADERO;13282
2212;14737;38;10;9;27/07/2023;2023;7;18:22:00;Accidente grave;Seguridad;Critica;VERDADERO;73;VERDADERO;82451
2213;35956;5;5;3;03/05/2022;2022;5;7:23:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
2214;3520;35;21;3;27/01/2024;2024;1;6:53:00;Fallo electrico;Vehiculo;Alta;VERDADERO;60;VERDADERO;114565
2215;29414;15;15;6;23/08/2023;2023;8;19:17:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2216;43375;32;4;6;01/06/2024;2024;6;15:35:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2217;4963;8;8;3;17/08/2024;2024;8;18:32:00;Averia mecanica;Vehiculo;Alta;VERDADERO;7;VERDADERO;86437
2218;47216;9;9;4;31/07/2023;2023;7;12:40:00;Pasajero enfermo;Servicio;Media;FALSO;26;FALSO;7601
2219;17771;6;20;2;08/10/2023;2023;10;11:33:00;Vandalismo;Seguridad;Media;FALSO;9;FALSO;64882
2220;16072;29;1;3;01/12/2024;2024;12;8:01:00;Accidente grave;Seguridad;Critica;VERDADERO;44;FALSO;584057
2221;45843;22;8;10;22/03/2024;2024;3;22:14:00;Pinchazo;Vehiculo;Media;VERDADERO;30;VERDADERO;28017
2222;3886;23;23;8;24/06/2024;2024;6;10:41:00;Huelga parcial;Operacional;Alta;VERDADERO;66;VERDADERO;0
2223;21825;28;14;5;23/09/2022;2022;9;16:40:00;Accidente grave;Seguridad;Critica;VERDADERO;18;VERDADERO;595087
2224;15725;18;18;5;13/12/2024;2024;12;14:31:00;Fallo climatizacion;Vehiculo;Baja;FALSO;12;FALSO;17756
2225;2005;32;18;4;24/07/2024;2024;7;18:40:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
2226;6057;10;10;8;11/02/2024;2024;2;21:02:00;Vandalismo;Seguridad;Media;FALSO;9;FALSO;66835
2227;22293;34;6;5;05/09/2023;2023;9;6:43:00;Pinchazo;Vehiculo;Media;VERDADERO;5;FALSO;14096
2228;3137;30;2;7;25/06/2022;2022;6;20:23:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;943994
2229;21729;16;2;1;16/01/2024;2024;1;8:05:00;Condiciones meteo;Externo;Media;FALSO;17;FALSO;0
2230;13098;37;23;3;22/01/2022;2022;1;9:36:00;Averia mecanica;Vehiculo;Alta;VERDADERO;56;FALSO;280428
